Handle,Title,Body (HTML),Vendor,Collection,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bangladesh,Price / Bangladesh,Compare At Price / Bangladesh,Included / International,Price / International,Compare At Price / International,Status
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Belly Band-unprinted,,150,,,,,,100,deny,manual,90.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Belly Band-unprinted,,175,,,,,,100,deny,manual,105.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Belly Band-unprinted,,200,,,,,,100,deny,manual,120.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Die-cut initials,,50,,,,,,100,deny,manual,40.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Die-cut initials,,75,,,,,,100,deny,manual,60.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Die-cut initials,,100,,,,,,100,deny,manual,80.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Die-cut initials,,125,,,,,,100,deny,manual,100.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Die-cut initials,,150,,,,,,100,deny,manual,120.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Die-cut initials,,175,,,,,,100,deny,manual,140.0,,,,,https://static.wixstatic.com/media/506c6a_a9f24f0a366d4955b326a5a8a5cf136e~mv2.jpg,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Die-cut initials,,200,,,,,,100,deny,manual,160.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Envelope liner - Glitter,,50,,,,,,100,deny,manual,50.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Envelope liner - Glitter,,75,,,,,,100,deny,manual,75.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Envelope liner - Glitter,,100,,,,,,100,deny,manual,100.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Envelope liner - Glitter,,125,,,,,,100,deny,manual,125.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Envelope liner - Glitter,,150,,,,,,100,deny,manual,150.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Envelope liner - Glitter,,175,,,,,,100,deny,manual,175.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Envelope liner - Glitter,,200,,,,,,100,deny,manual,200.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Invitation,,50,,,,,,100,deny,manual,205.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Invitation,,75,,,,,,100,deny,manual,307.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Invitation,,100,,,,,,100,deny,manual,410.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Invitation,,125,,,,,,100,deny,manual,512.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Invitation,,150,,,,,,100,deny,manual,615.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Invitation,,175,,,,,,100,deny,manual,717.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Invitation,,200,,,,,,100,deny,manual,820.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Reply set,,50,,,,,,100,deny,manual,95.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Reply set,,75,,,,,,100,deny,manual,142.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Reply set,,100,,,,,,100,deny,manual,190.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Reply set,,125,,,,,,100,deny,manual,237.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Reply set,,150,,,,,,100,deny,manual,285.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Reply set,,175,,,,,,100,deny,manual,332.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Reply set,,200,,,,,,100,deny,manual,380.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Return address,,50,,,,,,100,deny,manual,50.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Return address,,75,,,,,,100,deny,manual,75.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Return address,,100,,,,,,100,deny,manual,100.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Return address,,125,,,,,,100,deny,manual,125.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Return address,,150,,,,,,100,deny,manual,150.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Return address,,175,,,,,,100,deny,manual,175.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-3245f067-0bd6-707d-1ba4-3f1a921608f3,,,,,,,,,Return address,,200,,,,,,100,deny,manual,200.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,Colleen,<p><em>Designed by Kramer Drive.</em></p><p>Colors can be customized without charge. Make it your own!</p><p>Request change of font or ink color in Special instructions.</p>,Kramer Drive,Shower,,,True,Item selection,Invitation,Quantity,30,Size,5 x 7,,0,shopify,100,deny,manual,127.5,,True,True,,https://static.wixstatic.com/media/506c6a_de124541cf3e4eb6ba458f227c4f460f~mv2.jpg,1,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Invitation,,30,,5.25 x 7.75,,,,100,deny,manual,135.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Invitation,,40,,5 x 7,,,,100,deny,manual,170.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Invitation,,40,,5.25 x 7.75,,,,100,deny,manual,180.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Invitation,,50,,5.25 x 7.75,,,,100,deny,manual,212.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Invitation,,50,,5 x 7,,,,100,deny,manual,200.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Invitation,,60,,5.25 x 7.75,,,,100,deny,manual,255.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Invitation,,60,,5 x 7,,,,100,deny,manual,240.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Invitation,,70,,5 x 7,,,,100,deny,manual,280.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Invitation,,70,,5.25 x 7.75,,,,100,deny,manual,297.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Invitation,,80,,5.25 x 7.75,,,,100,deny,manual,340.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Invitation,,80,,5 x 7,,,,100,deny,manual,320.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Invitation,,90,,5.25 x 7.75,,,,100,deny,manual,382.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Invitation,,90,,5 x 7,,,,100,deny,manual,360.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Invitation,,100,,5 x 7,,,,100,deny,manual,375.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Invitation,,100,,5.25 x 7.75,,,,100,deny,manual,400.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Enclosure card,,30,,5.25 x 7.75,,,,100,deny,manual,112.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Enclosure card,,30,,5 x 7,,,,100,deny,manual,112.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Enclosure card,,40,,5 x 7,,,,100,deny,manual,150.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Enclosure card,,40,,5.25 x 7.75,,,,100,deny,manual,150.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Enclosure card,,50,,5 x 7,,,,100,deny,manual,175.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Enclosure card,,50,,5.25 x 7.75,,,,100,deny,manual,175.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Enclosure card,,60,,5 x 7,,,,100,deny,manual,210.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Enclosure card,,70,,5 x 7,,,,100,deny,manual,245.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Enclosure card,,70,,5.25 x 7.75,,,,100,deny,manual,210.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Enclosure card,,80,,5 x 7,,,,100,deny,manual,280.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Enclosure card,,80,,5.25 x 7.75,,,,100,deny,manual,245.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Enclosure card,,90,,5 x 7,,,,100,deny,manual,315.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Enclosure card,,90,,5.25 x 7.75,,,,100,deny,manual,280.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Enclosure card,,100,,5.25 x 7.75,,,,100,deny,manual,325.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Enclosure card,,100,,5 x 7,,,,100,deny,manual,325.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Envelope liner - Printed design,,30,,5.25 x 7.75,,,,100,deny,manual,60.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Envelope liner - Printed design,,30,,5 x 7,,,,100,deny,manual,60.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Envelope liner - Printed design,,40,,5 x 7,,,,100,deny,manual,80.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Envelope liner - Printed design,,40,,5.25 x 7.75,,,,100,deny,manual,80.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Envelope liner - Printed design,,50,,5.25 x 7.75,,,,100,deny,manual,100.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Envelope liner - Printed design,,50,,5 x 7,,,,100,deny,manual,100.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Envelope liner - Printed design,,60,,5 x 7,,,,100,deny,manual,120.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Envelope liner - Printed design,,60,,5.25 x 7.75,,,,100,deny,manual,120.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Envelope liner - Printed design,,70,,5.25 x 7.75,,,,100,deny,manual,140.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Envelope liner - Printed design,,70,,5 x 7,,,,100,deny,manual,140.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Envelope liner - Printed design,,80,,5.25 x 7.75,,,,100,deny,manual,160.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Envelope liner - Printed design,,80,,5 x 7,,,,100,deny,manual,160.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Envelope liner - Printed design,,90,,5 x 7,,,,100,deny,manual,180.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Envelope liner - Printed design,,90,,5.25 x 7.75,,,,100,deny,manual,180.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Envelope liner - Printed design,,100,,5.25 x 7.75,,,,100,deny,manual,200.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Envelope liner - Printed design,,100,,5 x 7,,,,100,deny,manual,200.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Printing on Back,,30,,5 x 7,,,,100,deny,manual,30.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Printing on Back,,30,,5.25 x 7.75,,,,100,deny,manual,30.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Printing on Back,,40,,5 x 7,,,,100,deny,manual,40.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Printing on Back,,40,,5.25 x 7.75,,,,100,deny,manual,40.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Printing on Back,,50,,5.25 x 7.75,,,,100,deny,manual,50.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Printing on Back,,50,,5 x 7,,,,100,deny,manual,50.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Printing on Back,,60,,5 x 7,,,,100,deny,manual,60.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Printing on Back,,60,,5.25 x 7.75,,,,100,deny,manual,60.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Printing on Back,,70,,5 x 7,,,,100,deny,manual,70.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Printing on Back,,70,,5.25 x 7.75,,,,100,deny,manual,70.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Printing on Back,,80,,5 x 7,,,,100,deny,manual,80.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Printing on Back,,80,,5.25 x 7.75,,,,100,deny,manual,80.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Printing on Back,,90,,5.25 x 7.75,,,,100,deny,manual,90.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Printing on Back,,90,,5 x 7,,,,100,deny,manual,90.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Printing on Back,,100,,5 x 7,,,,100,deny,manual,100.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Printing on Back,,100,,5.25 x 7.75,,,,100,deny,manual,100.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address,,30,,5.25 x 7.75,,,,100,deny,manual,30.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address,,30,,5 x 7,,,,100,deny,manual,30.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address,,40,,5.25 x 7.75,,,,100,deny,manual,40.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address,,40,,5 x 7,,,,100,deny,manual,40.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address,,50,,5 x 7,,,,100,deny,manual,50.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address,,50,,5.25 x 7.75,,,,100,deny,manual,50.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address,,60,,5 x 7,,,,100,deny,manual,60.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address,,60,,5.25 x 7.75,,,,100,deny,manual,60.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address,,70,,5.25 x 7.75,,,,100,deny,manual,70.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address,,70,,5 x 7,,,,100,deny,manual,70.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address,,80,,5 x 7,,,,100,deny,manual,80.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address,,80,,5.25 x 7.75,,,,100,deny,manual,80.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address,,90,,5 x 7,,,,100,deny,manual,90.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address,,90,,5.25 x 7.75,,,,100,deny,manual,90.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address,,100,,5.25 x 7.75,,,,100,deny,manual,100.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address,,100,,5 x 7,,,,100,deny,manual,100.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address + Guest name/address,,30,,5 x 7,,,,100,deny,manual,37.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address + Guest name/address,,30,,5.25 x 7.75,,,,100,deny,manual,37.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address + Guest name/address,,40,,5.25 x 7.75,,,,100,deny,manual,50.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address + Guest name/address,,40,,5 x 7,,,,100,deny,manual,50.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address + Guest name/address,,50,,5.25 x 7.75,,,,100,deny,manual,62.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address + Guest name/address,,50,,5 x 7,,,,100,deny,manual,62.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address + Guest name/address,,60,,5.25 x 7.75,,,,100,deny,manual,75.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address + Guest name/address,,60,,5 x 7,,,,100,deny,manual,75.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address + Guest name/address,,70,,5 x 7,,,,100,deny,manual,87.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address + Guest name/address,,70,,5.25 x 7.75,,,,100,deny,manual,87.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address + Guest name/address,,80,,5.25 x 7.75,,,,100,deny,manual,100.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address + Guest name/address,,80,,5 x 7,,,,100,deny,manual,100.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address + Guest name/address,,90,,5 x 7,,,,100,deny,manual,112.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-32463d32-249b-464d-19f8-0d771e32bba5,,,,,,,,,Return address + Guest name/address,,90,,5.25 x 7.75,,,,100,deny,manual,112.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
