Handle,Title,Body (HTML),Vendor,Collection,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bangladesh,Price / Bangladesh,Compare At Price / Bangladesh,Included / International,Price / International,Compare At Price / International,Status
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,Biking Together,<p><em>Designed by Kramer Drive.</em></p><p>Colors can be customized without charge. Make it your own!</p><p>Request change of font or ink color in Special instructions.</p>,Kramer Drive,Save the date,,,True,Item selection,Invitation,Quantity,30,Size,5 x 7,,0,shopify,100,deny,manual,127.5,,True,True,,https://static.wixstatic.com/media/20972a_e0084c8c3118489b8dab42d58bd7d927~mv2.jpg,1,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Invitation,,30,,5.25 x 7.75,,,,100,deny,manual,135.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Invitation,,40,,5 x 7,,,,100,deny,manual,170.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Invitation,,40,,5.25 x 7.75,,,,100,deny,manual,180.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Invitation,,50,,5.25 x 7.75,,,,100,deny,manual,212.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Invitation,,50,,5 x 7,,,,100,deny,manual,200.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Invitation,,60,,5.25 x 7.75,,,,100,deny,manual,255.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Invitation,,60,,5 x 7,,,,100,deny,manual,240.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Invitation,,70,,5 x 7,,,,100,deny,manual,280.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Invitation,,70,,5.25 x 7.75,,,,100,deny,manual,297.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Invitation,,80,,5.25 x 7.75,,,,100,deny,manual,340.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Invitation,,80,,5 x 7,,,,100,deny,manual,320.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Invitation,,90,,5.25 x 7.75,,,,100,deny,manual,382.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Invitation,,90,,5 x 7,,,,100,deny,manual,360.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Invitation,,100,,5 x 7,,,,100,deny,manual,375.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Invitation,,100,,5.25 x 7.75,,,,100,deny,manual,400.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Enclosure card,,30,,5.25 x 7.75,,,,100,deny,manual,112.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Enclosure card,,30,,5 x 7,,,,100,deny,manual,112.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Enclosure card,,40,,5 x 7,,,,100,deny,manual,150.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Enclosure card,,40,,5.25 x 7.75,,,,100,deny,manual,150.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Enclosure card,,50,,5 x 7,,,,100,deny,manual,175.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Enclosure card,,50,,5.25 x 7.75,,,,100,deny,manual,175.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Enclosure card,,60,,5 x 7,,,,100,deny,manual,210.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Enclosure card,,70,,5 x 7,,,,100,deny,manual,245.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Enclosure card,,70,,5.25 x 7.75,,,,100,deny,manual,210.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Enclosure card,,80,,5 x 7,,,,100,deny,manual,280.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Enclosure card,,80,,5.25 x 7.75,,,,100,deny,manual,245.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Enclosure card,,90,,5 x 7,,,,100,deny,manual,315.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Enclosure card,,90,,5.25 x 7.75,,,,100,deny,manual,280.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Enclosure card,,100,,5.25 x 7.75,,,,100,deny,manual,325.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Enclosure card,,100,,5 x 7,,,,100,deny,manual,325.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Envelope liner - Printed design,,30,,5.25 x 7.75,,,,100,deny,manual,60.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Envelope liner - Printed design,,30,,5 x 7,,,,100,deny,manual,60.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Envelope liner - Printed design,,40,,5 x 7,,,,100,deny,manual,80.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Envelope liner - Printed design,,40,,5.25 x 7.75,,,,100,deny,manual,80.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Envelope liner - Printed design,,50,,5.25 x 7.75,,,,100,deny,manual,100.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Envelope liner - Printed design,,50,,5 x 7,,,,100,deny,manual,100.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Envelope liner - Printed design,,60,,5 x 7,,,,100,deny,manual,120.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Envelope liner - Printed design,,60,,5.25 x 7.75,,,,100,deny,manual,120.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Envelope liner - Printed design,,70,,5.25 x 7.75,,,,100,deny,manual,140.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Envelope liner - Printed design,,70,,5 x 7,,,,100,deny,manual,140.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Envelope liner - Printed design,,80,,5.25 x 7.75,,,,100,deny,manual,160.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Envelope liner - Printed design,,80,,5 x 7,,,,100,deny,manual,160.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Envelope liner - Printed design,,90,,5 x 7,,,,100,deny,manual,180.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Envelope liner - Printed design,,90,,5.25 x 7.75,,,,100,deny,manual,180.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Envelope liner - Printed design,,100,,5.25 x 7.75,,,,100,deny,manual,200.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Envelope liner - Printed design,,100,,5 x 7,,,,100,deny,manual,200.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Printing on Back,,30,,5 x 7,,,,100,deny,manual,30.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Printing on Back,,30,,5.25 x 7.75,,,,100,deny,manual,30.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Printing on Back,,40,,5 x 7,,,,100,deny,manual,40.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Printing on Back,,40,,5.25 x 7.75,,,,100,deny,manual,40.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Printing on Back,,50,,5.25 x 7.75,,,,100,deny,manual,50.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Printing on Back,,50,,5 x 7,,,,100,deny,manual,50.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Printing on Back,,60,,5 x 7,,,,100,deny,manual,60.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Printing on Back,,60,,5.25 x 7.75,,,,100,deny,manual,60.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Printing on Back,,70,,5 x 7,,,,100,deny,manual,70.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Printing on Back,,70,,5.25 x 7.75,,,,100,deny,manual,70.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Printing on Back,,80,,5 x 7,,,,100,deny,manual,80.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Printing on Back,,80,,5.25 x 7.75,,,,100,deny,manual,80.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Printing on Back,,90,,5.25 x 7.75,,,,100,deny,manual,90.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Printing on Back,,90,,5 x 7,,,,100,deny,manual,90.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Printing on Back,,100,,5 x 7,,,,100,deny,manual,100.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Printing on Back,,100,,5.25 x 7.75,,,,100,deny,manual,100.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address,,30,,5.25 x 7.75,,,,100,deny,manual,30.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address,,30,,5 x 7,,,,100,deny,manual,30.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address,,40,,5.25 x 7.75,,,,100,deny,manual,40.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address,,40,,5 x 7,,,,100,deny,manual,40.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address,,50,,5 x 7,,,,100,deny,manual,50.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address,,50,,5.25 x 7.75,,,,100,deny,manual,50.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address,,60,,5 x 7,,,,100,deny,manual,60.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address,,60,,5.25 x 7.75,,,,100,deny,manual,60.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address,,70,,5.25 x 7.75,,,,100,deny,manual,70.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address,,70,,5 x 7,,,,100,deny,manual,70.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address,,80,,5 x 7,,,,100,deny,manual,80.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address,,80,,5.25 x 7.75,,,,100,deny,manual,80.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address,,90,,5 x 7,,,,100,deny,manual,90.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address,,90,,5.25 x 7.75,,,,100,deny,manual,90.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address,,100,,5.25 x 7.75,,,,100,deny,manual,100.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address,,100,,5 x 7,,,,100,deny,manual,100.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address + Guest name/address,,30,,5 x 7,,,,100,deny,manual,37.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address + Guest name/address,,30,,5.25 x 7.75,,,,100,deny,manual,37.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address + Guest name/address,,40,,5.25 x 7.75,,,,100,deny,manual,50.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address + Guest name/address,,40,,5 x 7,,,,100,deny,manual,50.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address + Guest name/address,,50,,5.25 x 7.75,,,,100,deny,manual,62.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address + Guest name/address,,50,,5 x 7,,,,100,deny,manual,62.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address + Guest name/address,,60,,5.25 x 7.75,,,,100,deny,manual,75.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address + Guest name/address,,60,,5 x 7,,,,100,deny,manual,75.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address + Guest name/address,,70,,5 x 7,,,,100,deny,manual,87.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address + Guest name/address,,70,,5.25 x 7.75,,,,100,deny,manual,87.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address + Guest name/address,,80,,5.25 x 7.75,,,,100,deny,manual,100.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address + Guest name/address,,80,,5 x 7,,,,100,deny,manual,100.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address + Guest name/address,,90,,5 x 7,,,,100,deny,manual,112.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address + Guest name/address,,90,,5.25 x 7.75,,,,100,deny,manual,112.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address + Guest name/address,,100,,5.25 x 7.75,,,,100,deny,manual,125.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-01c4f277-5a50-dfb0-446d-ef9b325d06d3,,,,,,,,,Return address + Guest name/address,,100,,5 x 7,,,,100,deny,manual,125.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,Picnic on the 4th!,"<p><em>Designed by Kramer Drive.</em></p><p>Colors can be customized without charge. Make it your own!</p><p>Back printing&nbsp;pattern is optional, and must be added to the cart.</p><p>Choose the larger size card is you have many lines of wording to be printed.</p><p>Request change of font or ink color in Special instructions.</p>",Kramer Drive,Special Celebration,,,True,Item selection,Invitation,Quantity,30,Size,5 x 7,,0,shopify,100,deny,manual,127.5,,True,True,,https://static.wixstatic.com/media/506c6a_8142bfdcb4fe43c684e98fdf9cac9eb2~mv2.jpg,1,,False,,,,,,,,,,,,,,,kg,,,True,,,True,,,active
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Invitation,,30,,5.25 x 7.75,,,,100,deny,manual,135.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Invitation,,40,,5 x 7,,,,100,deny,manual,170.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Invitation,,40,,5.25 x 7.75,,,,100,deny,manual,180.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Invitation,,50,,5.25 x 7.75,,,,100,deny,manual,212.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Invitation,,50,,5 x 7,,,,100,deny,manual,200.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Invitation,,60,,5.25 x 7.75,,,,100,deny,manual,255.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Invitation,,60,,5 x 7,,,,100,deny,manual,240.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Invitation,,70,,5 x 7,,,,100,deny,manual,280.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Invitation,,70,,5.25 x 7.75,,,,100,deny,manual,297.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Invitation,,80,,5.25 x 7.75,,,,100,deny,manual,340.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Invitation,,80,,5 x 7,,,,100,deny,manual,320.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Invitation,,90,,5.25 x 7.75,,,,100,deny,manual,382.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Invitation,,90,,5 x 7,,,,100,deny,manual,360.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Invitation,,100,,5 x 7,,,,100,deny,manual,375.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Invitation,,100,,5.25 x 7.75,,,,100,deny,manual,400.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Enclosure card,,30,,5.25 x 7.75,,,,100,deny,manual,112.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Enclosure card,,30,,5 x 7,,,,100,deny,manual,112.5,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Enclosure card,,40,,5 x 7,,,,100,deny,manual,150.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Enclosure card,,40,,5.25 x 7.75,,,,100,deny,manual,150.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Enclosure card,,50,,5 x 7,,,,100,deny,manual,175.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Enclosure card,,50,,5.25 x 7.75,,,,100,deny,manual,175.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Enclosure card,,60,,5 x 7,,,,100,deny,manual,210.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Enclosure card,,70,,5 x 7,,,,100,deny,manual,245.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Enclosure card,,70,,5.25 x 7.75,,,,100,deny,manual,210.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Enclosure card,,80,,5 x 7,,,,100,deny,manual,280.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Enclosure card,,80,,5.25 x 7.75,,,,100,deny,manual,245.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Enclosure card,,90,,5 x 7,,,,100,deny,manual,315.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Enclosure card,,90,,5.25 x 7.75,,,,100,deny,manual,280.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
product-02aee90f-bc79-9677-e639-eb65af183499,,,,,,,,,Enclosure card,,100,,5.25 x 7.75,,,,100,deny,manual,325.0,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
